Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-October-2006,1020.00,1033.00,1010.00,1014.50,1018.112808192754182302,114052,4920,116117802.00,46971,41.18,23.00,-5.50
29-September-2006,1022.00,1034.00,1020.00,1021.60,1024.550740504517353769,199121,3708,204009568.00,117339,58.93,14.00,-0.40
28-September-2006,1040.30,1050.00,1015.00,1018.90,1025.735462232207436424,312462,5878,320503354.00,207205,66.31,35.00,-21.40
27-September-2006,1051.00,1054.90,1038.00,1042.35,1046.017242475894878774,157228,4060,164463199.00,65183,41.46,16.90,-8.65
26-September-2006,1028.00,1048.00,1010.25,1043.80,1037.448011996775570202,168712,5492,175029929.00,58171,34.48,37.75,15.80
25-September-2006,1045.00,1049.00,1021.00,1025.20,1031.830896593627767440,105332,4191,108684812.00,42239,40.10,28.00,-19.80
22-September-2006,1049.00,1052.60,1033.00,1042.45,1042.370904793648869765,165010,5711,172001623.00,48016,29.10,19.60,-6.55
21-September-2006,1030.00,1058.00,1030.00,1052.60,1045.213536222663212801,396078,11574,413986087.00,223998,56.55,28.00,22.60
20-September-2006,1005.00,1035.00,995.15,1027.50,1016.246687457808673142,358486,7630,364310210.00,263537,73.51,39.85,22.50
19-September-2006,1004.00,1019.50,991.30,1010.20,1011.064598683959645948,236011,8014,238622367.00,97550,41.33,28.20,6.20
18-September-2006,1004.00,1014.00,994.00,996.80,1000.531581030074272494,65704,3348,65738927.00,19887,30.27,20.00,-7.20
15-September-2006,1014.00,1014.00,996.25,1003.15,1004.677562828159249630,78468,4141,78835039.00,22420,28.57,17.75,-10.85
14-September-2006,1000.00,1015.00,1000.00,1012.20,1011.544569264551443210,157115,6282,158928825.00,79381,50.52,15.00,12.20
13-September-2006,982.00,1005.70,982.00,997.40,996.241622858646935388,136771,6386,136256963.00,54612,39.93,23.70,15.40
12-September-2006,959.95,981.00,955.00,978.55,968.967793683722248708,155218,6672,150401243.00,51566,33.22,26.00,18.60
11-September-2006,1000.00,1001.00,951.00,955.00,969.776174223458861569,261641,10081,253733208.00,129258,49.40,50.00,-45.00
8-September-2006,960.00,996.00,960.00,993.10,990.678785138911721190,121660,4005,120525981.00,53820,44.24,36.00,33.10
7-September-2006,985.00,991.70,980.55,986.20,986.289801242510667462,180924,5595,178443496.00,87249,48.22,11.15,1.20
6-September-2006,1010.00,1017.00,991.00,995.25,1000.456407390590618560,143155,6359,143220337.00,50609,35.35,26.00,-14.75
5-September-2006,1000.00,1028.00,1000.00,1006.30,1011.744174607791141297,233804,7189,236549835.00,108852,46.56,28.00,6.30
4-September-2006,999.20,1020.00,999.20,1017.80,1013.120126642296691699,196143,6986,198716421.00,113892,58.07,20.80,18.60
1-September-2006,998.00,1000.00,992.10,998.85,997.124733168518353041,100719,4652,100429406.00,41908,41.61,7.90,0.85
31-August-2006,990.00,1001.70,986.00,996.05,995.660316441416391525,314687,10028,313321358.00,87438,27.79,15.70,6.05
30-August-2006,991.00,994.85,980.10,984.10,988.190986282009579038,178306,3437,176200382.00,125606,70.44,14.75,-6.90
29-August-2006,990.00,995.00,984.00,990.10,989.077028644982987161,211311,4238,209002856.00,140670,66.57,11.00,0.10
28-August-2006,951.10,985.50,951.10,982.30,977.680512718798036396,201670,4195,197168829.00,106082,52.60,34.40,31.20
25-August-2006,960.00,979.95,960.00,974.55,972.680504242332263067,210851,4335,205090657.00,94916,45.02,19.95,14.55
24-August-2006,955.00,971.10,952.05,967.40,961.198914258069211766,233573,4779,224510114.00,114612,49.07,19.05,12.40
23-August-2006,950.05,980.00,950.05,963.35,971.034261989949949350,200397,4208,194592353.00,91549,45.68,29.95,13.30
22-August-2006,961.15,983.50,961.15,974.90,977.678121693121693121,189000,4804,184781165.00,102676,54.33,22.35,13.75
21-August-2006,960.00,972.90,957.00,969.40,967.848293213137432256,131563,4106,127333025.00,63595,48.34,15.90,9.40
18-August-2006,936.25,971.80,936.25,969.70,968.553438106840029429,165818,3496,160603594.00,111602,67.30,35.55,33.45
17-August-2006,979.00,984.00,956.15,958.90,967.963668505687341717,322998,5800,312650329.00,168531,52.18,27.85,-20.10
16-August-2006,973.05,985.00,970.00,973.05,977.512643148105449235,338286,6613,330678842.00,190509,56.32,15.00,0.00
14-August-2006,945.10,989.90,945.10,964.55,967.545526102127712321,161347,4170,156110568.00,98885,61.29,44.80,19.45
11-August-2006,1000.00,1000.00,956.25,968.25,967.712593640990450048,139896,4085,135379121.00,62132,44.41,43.75,-31.75
10-August-2006,935.00,975.00,935.00,966.25,968.586578365929788054,171082,4186,165707729.00,70999,41.50,40.00,31.25
9-August-2006,947.00,975.50,945.00,967.00,966.036476635385230201,145134,6200,140204738.00,55550,38.27,30.50,20.00
8-August-2006,907.00,957.00,907.00,954.80,947.957446263418133374,78066,3900,74003246.00,24727,31.67,50.00,47.80
7-August-2006,950.00,957.00,932.00,936.00,938.962884778978543747,126956,4965,119206972.00,49191,38.75,25.00,-14.00
4-August-2006,918.15,963.00,918.15,950.00,954.780355968790183220,171869,7974,164097145.00,31602,18.39,44.85,31.85
3-August-2006,930.00,951.95,930.00,943.45,946.561011524051554069,175893,6504,166493456.00,66079,37.57,21.95,13.45
2-August-2006,902.50,943.95,902.50,940.90,929.958215662105443822,128182,5075,119203904.00,48290,37.67,41.45,38.40
1-August-2006,901.20,939.80,901.20,931.40,928.990535953091245756,106931,5156,99337887.00,28982,27.10,38.60,30.20
31-July-2006,900.00,950.00,900.00,936.00,941.567141403865717192,108130,5567,101811655.00,28168,26.05,50.00,36.00
28-July-2006,948.10,950.00,924.00,928.00,931.356705230656485917,185579,8743,172840246.00,68492,36.91,26.00,-20.10
27-July-2006,1895.00,1920.00,1875.65,1893.15,1900.333963701511735184,261223,16170,496410939.00,85023,32.55,44.35,-1.85
26-July-2006,1885.00,1892.75,1832.00,1887.55,1873.851248294827100881,230915,11972,432700361.00,80474,34.85,60.75,2.55
25-July-2006,1825.00,1855.00,1825.00,1845.65,1844.186749877303350733,179304,10140,330670061.00,60242,33.60,30.00,20.65
24-July-2006,1800.00,1833.85,1733.05,1819.95,1790.132949274562701906,262807,14684,470459470.00,52773,20.08,100.80,19.95
21-July-2006,1799.00,1799.00,1751.00,1767.25,1767.499399467499853016,238122,10169,420880492.00,86120,36.17,48.00,-31.75
20-July-2006,1798.00,1818.70,1770.00,1807.70,1797.979508958900262257,263481,14099,473733439.00,52424,19.90,48.70,9.70
19-July-2006,1875.00,1899.65,1748.00,1758.10,1804.661848763776504596,747559,32698,1349091207.00,120544,16.13,151.65,-116.90
18-July-2006,1870.00,1909.70,1825.25,1841.75,1852.498348589036844945,505931,24711,937236342.00,71067,14.05,84.45,-28.25
17-July-2006,1872.25,1914.90,1851.00,1859.75,1885.700002330418368357,343286,19689,647334411.00,80115,23.34,63.90,-12.50
14-July-2006,1860.00,1894.00,1822.00,1875.50,1858.920577644666744917,264107,14127,490953937.00,52713,19.96,72.00,15.50
13-July-2006,1861.35,1890.00,1851.20,1868.15,1870.909503735479431168,242673,10668,454019222.00,79085,32.59,38.80,6.80
12-July-2006,1801.10,1909.00,1799.00,1892.95,1852.208696326257013809,438599,20211,812376882.00,171250,39.04,110.00,91.85
11-July-2006,1781.10,1819.90,1761.10,1769.05,1776.750689354649750689,139986,7753,248720222.00,37308,26.65,58.80,-12.05
10-July-2006,1740.00,1819.00,1740.00,1800.90,1792.281805460873309174,139355,9500,249763431.00,22126,15.88,79.00,60.90
7-July-2006,1810.10,1834.90,1740.05,1748.10,1788.249416791493750460,122169,8607,218468643.00,41632,34.08,94.85,-62.00
6-July-2006,1847.80,1847.80,1791.50,1803.25,1811.034960571730896814,119077,7631,215652610.00,39013,32.76,56.30,-44.55
5-July-2006,1800.00,1860.00,1780.00,1847.80,1836.908680228984455421,135031,8831,248039616.00,23756,17.59,80.00,47.80
4-July-2006,1807.00,1832.80,1805.00,1814.40,1818.148609779482262703,107429,6749,195321887.00,25177,23.44,27.80,7.40
3-July-2006,1749.00,1806.85,1735.00,1799.85,1780.950793216630196936,182800,9387,325557805.00,44287,24.23,71.85,50.85
30-June-2006,1720.00,1745.00,1707.00,1735.65,1727.167913652557587183,322511,8466,557030651.00,178641,55.39,38.00,15.65
29-June-2006,1709.90,1748.00,1670.00,1680.00,1702.962859209423542783,174202,6717,296659536.00,68212,39.16,78.00,-29.90
28-June-2006,1601.65,1707.00,1601.65,1693.95,1672.067081088201531812,159419,9528,266559262.00,25634,16.08,105.35,92.30
27-June-2006,1638.10,1653.00,1600.00,1642.70,1628.138324181581925640,190856,8823,310739968.00,57496,30.13,53.00,4.60
26-June-2006,1705.00,1714.95,1616.00,1630.95,1669.955155899884301635,136562,7697,228052416.00,42421,31.06,98.95,-74.05
25-June-2006,1692.00,1716.00,1685.10,1701.20,1703.502934131736526946,16700,1406,28448499.00,4993,29.90,30.90,9.20
23-June-2006,1675.00,1701.00,1635.00,1695.10,1675.397548736067034564,191901,6679,321510465.00,93473,48.71,66.00,20.10
22-June-2006,1650.00,1689.85,1650.00,1675.70,1681.748844981814607293,142422,5600,239518034.00,56752,39.85,39.85,25.70
21-June-2006,1610.00,1648.00,1597.15,1641.95,1628.996600991529919689,273315,11611,445229206.00,99879,36.54,50.85,31.95
20-June-2006,1640.00,1668.00,1600.00,1606.65,1621.010280398391716816,190265,10082,308421521.00,75257,39.55,68.00,-33.35
19-June-2006,1685.00,1685.00,1639.00,1668.50,1664.178537197547975148,145023,9174,241344164.00,25069,17.29,46.00,-16.50
16-June-2006,1575.25,1715.90,1575.25,1687.45,1667.069915600155737807,318484,15270,530935095.00,125062,39.27,140.65,112.20
15-June-2006,1491.00,1568.80,1491.00,1554.35,1533.720979886701089894,255254,11188,391488415.00,98167,38.46,77.80,63.35
14-June-2006,1546.00,1630.00,1455.00,1487.50,1505.432581043581476669,623430,22177,938531834.00,262468,42.10,175.00,-58.50
13-June-2006,1580.00,1625.00,1560.40,1570.40,1583.894714799546701266,121774,8302,192877195.00,46520,38.20,64.60,-9.60
12-June-2006,1670.00,1696.00,1622.50,1638.15,1643.610799699735514694,142541,6830,234281927.00,59472,41.72,73.50,-31.85
9-June-2006,1600.00,1690.00,1600.00,1674.15,1670.392498459386086174,120082,6918,200584072.00,43812,36.49,90.00,74.15
8-June-2006,1701.00,1715.00,1615.00,1645.10,1657.490550962273327311,172716,10471,286275138.00,70269,40.68,100.00,-55.90
7-June-2006,1701.00,1779.00,1700.00,1710.95,1724.976747386589750500,174389,8750,300816970.00,77235,44.29,79.00,9.95
6-June-2006,1740.00,1780.00,1698.00,1739.65,1735.710045495301032776,150565,6325,261337183.00,62909,41.78,82.00,-0.35
5-June-2006,1795.00,1805.00,1755.05,1766.80,1777.010407655709342560,110976,5078,197205507.00,46803,42.17,49.95,-28.20
2-June-2006,1690.00,1795.00,1685.25,1788.10,1749.696030031597594362,180077,9139,315080012.00,67122,37.27,109.75,98.10
1-June-2006,1795.00,1839.00,1700.00,1711.90,1739.656848725157222484,246148,13362,428213054.00,114015,46.32,139.00,-83.10
31-May-2006,1840.00,1849.00,1735.00,1782.60,1772.637290302669576527,226815,13265,402060727.00,101740,44.86,114.00,-57.40
30-May-2006,1854.60,1894.00,1835.00,1861.65,1874.030912721634682094,165757,5801,310633742.00,64600,38.97,59.00,7.05
29-May-2006,1870.00,1874.10,1840.20,1845.90,1852.967066851554517588,109616,4288,203114838.00,34706,31.66,33.90,-24.10
26-May-2006,1895.10,1900.00,1845.00,1859.75,1875.596431939641622131,89068,5159,167055623.00,32049,35.98,55.00,-35.35
25-May-2006,1820.00,1900.00,1746.05,1874.75,1820.583962982486967726,119511,7358,217579810.00,44323,37.09,153.95,54.75
24-May-2006,1830.00,1865.00,1775.00,1792.70,1806.191564690336665517,139248,7436,251508563.00,65370,46.95,90.00,-37.30
23-May-2006,1790.00,1840.00,1710.00,1824.40,1765.026086569643280866,202288,11862,357043597.00,108370,53.57,130.00,34.40
22-May-2006,1920.00,1920.00,1765.00,1784.60,1823.039407358252191779,156722,9080,285710382.00,92447,58.99,155.00,-135.40
19-May-2006,1961.00,1961.00,1855.00,1894.70,1908.142107513025592734,161413,6419,307998942.00,83383,51.66,106.00,-66.30
18-May-2006,2000.00,2009.90,1905.00,1922.30,1951.915234580345868491,184521,6935,360169351.00,113677,61.61,104.90,-77.70
17-May-2006,2000.00,2019.40,1991.00,2015.70,2008.950878086026978875,55006,2522,110504352.00,27913,50.75,28.40,15.70
16-May-2006,1975.00,1993.00,1919.80,1978.95,1954.643750464580390990,107624,4763,210366579.00,58835,54.67,73.20,3.95
15-May-2006,2002.10,2002.10,1931.65,1965.90,1981.860806688509772907,141616,4653,280663200.00,93577,66.08,70.45,-36.20
12-May-2006,2000.00,2023.80,1980.00,1996.85,1999.609034313297009605,102963,3968,205885745.00,51953,50.46,43.80,-3.15
11-May-2006,2024.30,2030.00,2006.05,2020.50,2018.999470513315874583,69879,1854,141085664.00,44307,63.41,23.95,-3.80
10-May-2006,2018.25,2040.00,2008.00,2023.95,2023.771239451750966020,57711,2440,116793862.00,23976,41.54,32.00,5.70
9-May-2006,2015.00,2037.00,2005.50,2015.05,2022.242920133571942512,54203,2406,109611633.00,26787,49.42,31.50,0.05
8-May-2006,2000.00,2028.45,2000.00,2019.45,2020.281730619853969240,38622,2207,78027321.00,13875,35.93,28.45,19.45
5-May-2006,2041.90,2048.95,1994.00,2003.90,2011.952514512328294729,86995,3859,175029809.00,42653,49.03,54.95,-38.00
4-May-2006,2030.00,2057.00,2001.00,2034.10,2041.132869267875679306,65508,3891,133710532.00,19631,29.97,56.00,4.10
3-May-2006,2021.45,2034.00,2011.00,2028.25,2025.082808061079545454,45056,3092,91242131.00,17392,38.60,23.00,6.80
2-May-2006,2000.00,2022.00,1981.00,2010.65,2012.766428932959094464,108665,4223,218717264.00,48170,44.33,41.00,10.65
29-April-2006,2000.00,2008.80,1979.10,1986.50,1989.177675158030205533,26419,1467,52552085.00,9337,35.34,29.70,-13.50
28-April-2006,1902.10,2000.00,1811.00,1982.10,1925.947287774680043026,227765,9376,438663384.00,89791,39.42,189.00,80.00
27-April-2006,1958.00,2002.90,1941.00,1951.90,1975.156312576901734661,248694,7087,491209524.00,127879,51.42,61.90,-6.10
26-April-2006,1931.00,1960.00,1914.05,1942.35,1941.554774669249598294,133182,6988,258580148.00,42619,32.00,45.95,11.35
25-April-2006,1980.00,1980.00,1898.00,1927.60,1935.312545998724302046,244572,10254,473323260.00,116333,47.57,82.00,-52.40
24-April-2006,2001.10,2006.00,1966.15,1975.50,1976.861295681063122923,144480,5338,285616920.00,84613,58.56,39.85,-25.60
21-April-2006,2009.00,2019.90,1970.00,1994.05,1994.919346004272333899,146056,8051,291369940.00,44378,30.38,49.90,-14.95
20-April-2006,2030.00,2033.90,1978.50,1988.50,1988.785048919690175295,196240,9375,390279178.00,96419,49.13,55.40,-41.50
19-April-2006,2038.00,2050.00,1999.95,2017.15,2020.003944274270211973,359762,12911,726720659.00,136002,37.80,50.05,-20.85
18-April-2006,2000.00,2099.00,2000.00,2012.70,2033.538276983702344858,706482,28814,1436658189.00,299363,42.37,99.00,12.70
17-April-2006,1829.00,1910.00,1820.00,1903.60,1876.015973035713519474,466098,10845,874407293.00,160330,34.40,90.00,74.60
13-April-2006,1820.00,1834.90,1700.00,1796.85,1802.109173730638156518,325124,8512,585908943.00,142478,43.82,134.90,-23.15
12-April-2006,1900.00,1900.00,1760.00,1783.10,1826.918221483250384984,537684,13979,982304697.00,276972,51.51,140.00,-116.90
10-April-2006,1885.00,1918.00,1880.00,1895.80,1898.221426822417791349,208281,5058,395363457.00,98897,47.48,38.00,10.80
7-April-2006,1948.00,2000.00,1880.00,1888.80,1919.596615279793343759,372793,5963,715612181.00,233717,62.69,120.00,-59.20
5-April-2006,1952.00,1963.00,1919.00,1929.95,1933.728233198946758879,91527,2656,176988344.00,41800,45.67,44.00,-22.05
4-April-2006,1955.00,1967.80,1935.25,1947.85,1950.766927723029795104,69206,2557,135004776.00,23995,34.67,32.55,-7.15
3-April-2006,1929.00,1953.00,1922.00,1947.45,1939.644575484005635860,57489,2433,111508227.00,20556,35.76,31.00,18.45
31-March-2006,1970.00,1985.00,1901.00,1914.15,1925.102436445886807297,81348,3302,156603233.00,25124,30.88,84.00,-55.85
30-March-2006,1905.55,2005.00,1905.55,1968.15,1941.217616114652734506,166904,4843,323996985.00,84731,50.77,99.45,62.60
29-March-2006,1880.00,1905.00,1867.00,1899.25,1887.624818313953488372,148608,3390,280516149.00,54147,36.44,38.00,19.25
28-March-2006,1899.00,1912.25,1881.00,1887.70,1894.986593858816081038,63180,2531,119725253.00,17864,28.27,31.25,-11.30
27-March-2006,1895.00,1910.00,1882.35,1890.85,1899.960054135211148470,94578,1965,179694422.00,49615,52.46,27.65,-4.15
24-March-2006,1875.00,1899.70,1870.00,1893.25,1889.847485320616088850,1875249,3084,3543934607.00,1816489,96.87,29.70,18.25
23-March-2006,1905.00,1919.80,1865.15,1873.15,1888.217582008903667567,91423,3133,172626516.00,26708,29.21,54.65,-31.85
22-March-2006,1915.00,1918.00,1845.00,1893.60,1897.170996680660622900,147921,4770,280631431.00,32234,21.79,73.00,-21.40
21-March-2006,1914.00,1934.80,1898.00,1912.75,1914.950678941902063111,155978,5495,298690177.00,52759,33.82,36.80,-1.25
20-March-2006,1875.00,1915.00,1865.00,1908.60,1892.115339426324886744,177034,5741,334968747.00,77122,43.56,50.00,33.60
17-March-2006,1848.40,1879.00,1840.00,1859.55,1863.786411742653632090,173385,5701,323152607.00,50746,29.27,39.00,11.15
16-March-2006,1817.00,1835.00,1808.00,1830.05,1827.307665342369712549,196834,3702,359676277.00,83204,42.27,27.00,13.05
14-March-2006,1824.75,1839.90,1795.20,1802.45,1809.681775544388609715,179100,4258,324114006.00,62928,35.14,44.70,-22.30
13-March-2006,1795.00,1845.00,1775.00,1824.75,1816.760488113325195183,227734,8454,413738133.00,83095,36.49,70.00,29.75
10-March-2006,1736.00,1775.00,1721.00,1764.35,1756.773531126514219084,277866,5606,488147634.00,135270,48.68,54.00,28.35
9-March-2006,1717.00,1727.80,1695.35,1722.60,1719.668516731016731016,323232,2883,555851894.00,258195,79.88,32.45,5.60
8-March-2006,1730.00,1740.00,1700.00,1716.50,1725.351960330648044927,190172,3590,328113633.00,101516,53.38,40.00,-13.50
7-March-2006,1749.00,1758.00,1717.25,1722.75,1733.739776268168534324,103338,3129,179161201.00,24677,23.88,40.75,-26.25
6-March-2006,1715.00,1755.00,1715.00,1744.50,1738.496879152290668721,89559,3138,155698042.00,41684,46.54,40.00,29.50
3-March-2006,1750.00,1751.00,1705.00,1714.30,1720.366528278023700200,72742,3198,125142902.00,14826,20.38,46.00,-35.70
2-March-2006,1740.00,1753.30,1720.00,1742.00,1743.439038173771848833,125636,3767,219038707.00,62355,49.63,33.30,2.00
1-March-2006,1690.55,1748.00,1682.10,1740.40,1724.573128421493078559,229432,5809,395672262.00,121092,52.78,65.90,49.85
28-February-2006,1653.30,1700.00,1653.30,1694.85,1689.018936341659951651,94316,3028,159301510.00,39140,41.50,46.70,41.55
27-February-2006,1670.00,1696.00,1668.20,1690.50,1685.824390120521543383,79073,2846,133303192.00,44044,55.70,27.80,20.50
24-February-2006,1678.00,1679.00,1656.10,1667.85,1665.914470068108495638,41845,1588,69710191.00,15335,36.65,22.90,-10.15
23-February-2006,1660.10,1690.90,1660.10,1669.40,1677.488756240686328161,118777,3614,199247082.00,44774,37.70,30.80,9.30
22-February-2006,1662.00,1669.70,1651.20,1660.10,1661.631740145012084340,47996,1643,79751677.00,20227,42.14,18.50,-1.90
21-February-2006,1658.00,1665.00,1648.00,1660.65,1658.806573348479889096,51937,2281,86153437.00,16954,32.64,17.00,2.65
20-February-2006,1635.00,1648.00,1627.05,1644.75,1638.150325521580875176,87091,3030,142668150.00,28893,33.18,20.95,9.75
17-February-2006,1630.00,1655.25,1620.00,1624.15,1636.604889703610636238,145653,3422,238376412.00,65582,45.03,35.25,-5.85
16-February-2006,1624.95,1634.00,1614.00,1623.70,1624.755653911104733943,90601,2602,147204487.00,31376,34.63,20.00,-1.25
15-February-2006,1655.00,1655.00,1607.00,1618.95,1620.161432922171180622,98177,3095,159062589.00,28772,29.31,48.00,-36.05
14-February-2006,1655.00,1660.00,1612.00,1618.85,1627.277544946550048590,197568,3867,321497970.00,87996,44.54,48.00,-36.15
13-February-2006,1680.00,1680.00,1649.00,1650.20,1654.869787606504465323,73119,2038,121002424.00,35198,48.14,31.00,-29.80
10-February-2006,1672.10,1675.00,1653.00,1669.35,1665.612086126810516440,43703,2121,72792245.00,10970,25.10,22.00,-2.75
8-February-2006,1675.00,1685.00,1655.50,1666.10,1662.805462195653847140,77954,2217,129622337.00,18212,23.36,29.50,-8.90
7-February-2006,1685.00,1692.00,1646.00,1672.40,1671.453761859693857597,127849,3309,213693692.00,48531,37.96,46.00,-12.60
6-February-2006,1632.00,1685.05,1624.15,1679.60,1663.410504993609046989,92318,2790,153562731.00,44285,47.97,60.90,47.60
3-February-2006,1650.00,1650.00,1612.00,1631.15,1626.872498218275934132,186617,3067,303602065.00,123567,66.21,38.00,-18.85
2-February-2006,1672.00,1676.00,1626.00,1635.60,1659.514260519716718564,108867,2091,180666339.00,58341,53.59,50.00,-36.40
1-February-2006,1671.00,1676.00,1658.50,1666.30,1667.123337110760741032,81184,1789,135343741.00,44160,54.39,17.50,-4.70
31-January-2006,1652.10,1679.80,1652.10,1670.10,1670.561935168707910255,57318,2037,95753269.00,18311,31.95,27.70,18.00
30-January-2006,1665.00,1678.00,1652.00,1660.70,1663.081488179821728458,38705,1558,64369569.00,11142,28.79,26.00,-4.30
27-January-2006,1664.00,1665.00,1654.05,1661.60,1659.799280077113079101,66396,2211,110204033.00,36253,54.60,10.95,-2.40
25-January-2006,1650.00,1658.00,1644.85,1650.40,1650.240507486802192944,196813,2051,324788785.00,152071,77.27,13.15,0.40
24-January-2006,1638.00,1647.50,1632.00,1642.45,1639.519422728173242505,65619,1923,107583625.00,31270,47.65,15.50,4.45
23-January-2006,1634.00,1635.00,1611.30,1621.95,1623.048213239601640304,85350,2783,138527165.00,25135,29.45,23.70,-12.05
20-January-2006,1660.00,1669.90,1636.00,1641.15,1652.346755952380952380,100800,2656,166556553.00,35172,34.89,33.90,-18.85
19-January-2006,1633.00,1654.90,1630.00,1650.30,1645.943525543557960220,129563,2934,213253381.00,65809,50.79,24.90,17.30
18-January-2006,1618.00,1624.00,1605.10,1619.05,1614.605537115268557634,119304,4044,192628899.00,25818,21.64,18.90,1.05
17-January-2006,1615.00,1640.00,1610.25,1623.35,1624.979022756151091602,129855,4908,211011651.00,27078,20.85,29.75,8.35
16-January-2006,1651.00,1651.00,1603.00,1608.25,1630.684761360964632385,148865,4842,242751887.00,64182,43.11,48.00,-42.75
13-January-2006,1674.80,1691.40,1641.00,1651.05,1669.234351464157503931,150701,5304,251555286.00,38717,25.69,50.40,-23.75
12-January-2006,1667.00,1693.90,1618.00,1678.25,1658.039294207740108826,569346,16686,943998040.00,71611,12.58,75.90,11.25
10-January-2006,1692.00,1699.70,1660.00,1671.65,1676.981646905960695143,141611,3487,237479048.00,77067,54.42,39.70,-20.35
9-January-2006,1710.15,1723.00,1684.15,1691.65,1699.391739383362420011,128925,2802,219094080.00,67371,52.26,38.85,-18.50
6-January-2006,1727.00,1736.80,1699.00,1705.25,1713.242165971663374545,82014,2577,140509843.00,23110,28.18,37.80,-21.75
5-January-2006,1744.00,1744.00,1722.00,1725.90,1729.168042104734270389,79611,2371,137660797.00,23142,29.07,22.00,-18.10
4-January-2006,1734.70,1749.00,1722.00,1744.25,1737.157550178477383111,136712,3965,237490283.00,54029,39.52,27.00,9.55
3-January-2006,1685.00,1738.90,1685.00,1731.50,1716.073492226208781821,117060,3828,200883563.00,26328,22.49,53.90,46.50
2-January-2006,1707.00,1712.00,1685.10,1689.90,1697.259522257926788162,44501,1893,75529746.00,10225,22.98,26.90,-17.10
30-December-2005,1700.00,1711.90,1690.65,1702.45,1702.503660881569864904,81128,2455,138120717.00,34775,42.86,21.25,2.45
29-December-2005,1696.00,1711.00,1684.05,1703.70,1698.574124864669794298,55420,1972,94134978.00,10016,18.07,26.95,7.70
28-December-2005,1694.00,1710.00,1681.05,1689.15,1697.883735251373254181,81194,2834,137857972.00,18087,22.28,28.95,-4.85
27-December-2005,1651.00,1704.00,1650.00,1700.35,1682.794986268779463380,68093,2431,114586559.00,22269,32.70,54.00,49.35
26-December-2005,1675.00,1675.00,1655.15,1662.75,1663.142683337700744955,53426,2135,88855061.00,18731,35.06,19.85,-12.25
23-December-2005,1690.00,1705.00,1661.55,1671.80,1681.329314235956853197,112546,3126,189226889.00,40321,35.83,43.45,-18.20
22-December-2005,1695.00,1700.00,1680.00,1683.65,1688.653410653135701252,80014,2600,135115914.00,16873,21.09,20.00,-11.35
21-December-2005,1695.00,1711.00,1675.00,1686.25,1693.172684950449412306,108475,3521,183666907.00,33263,30.66,36.00,-8.75
20-December-2005,1738.70,1738.70,1687.00,1692.60,1699.245604576421904648,142819,4682,242684558.00,58386,40.88,51.70,-46.10
19-December-2005,1719.00,1750.85,1718.90,1732.90,1737.843362262705679165,138383,4480,240487978.00,37906,27.39,31.95,13.90
16-December-2005,1695.00,1730.00,1681.15,1718.55,1705.613149531654460702,407178,7334,694488151.00,164873,40.49,48.85,23.55
15-December-2005,1689.00,1699.95,1670.50,1693.05,1687.408513512343380640,230974,4323,389747494.00,105408,45.64,29.45,4.05
14-December-2005,1665.00,1700.00,1640.00,1688.00,1671.394474222441639043,226864,5199,379179236.00,76486,33.71,60.00,23.00
13-December-2005,1652.00,1680.00,1645.00,1667.75,1659.433257316809834045,189871,4614,315078252.00,80796,42.55,35.00,15.75
12-December-2005,1690.00,1704.85,1641.10,1649.35,1661.692711526014609138,292009,6604,485229227.00,150587,51.57,63.75,-40.65
9-December-2005,1620.00,1694.95,1612.15,1686.25,1660.197281700102880658,248832,8359,413110210.00,80160,32.21,82.80,66.25
8-December-2005,1601.00,1625.00,1591.20,1619.40,1608.296884768052302153,265534,6478,427057505.00,96802,36.46,33.80,18.40
7-December-2005,1565.00,1601.00,1556.00,1595.70,1582.167998778579335089,130995,5572,207256097.00,42428,32.39,45.00,30.70
6-December-2005,1530.00,1569.70,1528.00,1555.25,1554.786458508725257110,148477,3746,230850029.00,61784,41.61,41.70,25.25
5-December-2005,1552.00,1555.00,1524.00,1528.20,1537.355936119213330637,69254,1819,106468048.00,27230,39.32,31.00,-23.80
2-December-2005,1557.55,1567.80,1540.00,1548.45,1557.865370947174781027,191348,3103,298094423.00,96023,50.18,27.80,-9.10
1-December-2005,1520.00,1552.00,1516.20,1549.00,1540.642255458139934674,110523,2995,170276404.00,44628,40.38,35.80,29.00
30-November-2005,1545.00,1552.00,1515.00,1519.00,1538.092158298045828970,107923,2843,165995520.00,37169,34.44,37.00,-26.00
29-November-2005,1545.50,1545.50,1522.00,1542.95,1535.489774455324531358,70363,2743,108041667.00,19266,27.38,23.50,-2.55
28-November-2005,1535.95,1550.00,1535.95,1547.35,1546.570137937334429524,218940,2595,338606066.00,152916,69.84,14.05,11.40
26-November-2005,1535.00,1540.00,1526.25,1535.85,1534.772978258368802484,17386,829,26683563.00,4531,26.06,13.75,0.85
25-November-2005,1530.00,1540.00,1520.00,1532.95,1531.447396684566892365,192735,2641,295163514.00,135530,70.32,20.00,2.95
24-November-2005,1520.00,1532.00,1519.80,1523.55,1526.188037740956284681,103442,2596,157871943.00,33325,32.22,12.20,3.55
